Достук а/ө Нарын р-ну;село
Дөбөлү а/ө Нарын р-ну;село
Дөң-Булак а/ө Өзгөн р-ну;село
Дүйшеев а/ө Кемин р-ну;село
Жазы а/ө Өзгөн р-ну;село
Жайыл а/ө Жайыл р-ну;село
Жайыл району;село
Жалал-Абад облусу;село 
Жалал-Абад шаары;село
Жалпак-Таш а/ө Өзгөн р-ну;село
Жан-Булак а/ө Нарын р-ну;село
Жаны-Жол а/ө Аксы р-ну;село
Жаңы-Алай а/ө Алай р-ну;село
Жаңы-Алыш а/ө Кемин р-ну;село
Жаңы-Арык а/ө Жумгал р-ну;село
Жаңы-Арык а/ө Кара-Суу р-ну;село
Жаңы-жер а/ө Лейлек р-ну;село
Жаңы-Жер а/ө Сокулук р-ну;село
Жаңы-Жол а/ө Токтогул р-ну;село
Жаңы-Ноокат а/ө Ноокат р-ну;село
Жаңы-Пахта а/ө Сокулук р-ну;село
Жаргылчак а/ө Жети-Өгүз р-ну;село
Жекенди а/ө Чоң-Алай р-ну;село
Жерге-Тал а/ө Аксы р-ну;село
Жерге-Тал а/ө Ак-Тала р-ну;село
Жерге-Тал а/ө Нарын р-ну;село
Жерге-Тал а/ө Талас р-ну;село
Жети-Өгүз а/ө Жети-Өгүз р-ну;село
Жети-Өгүз району;село
Жоош а/ө Кара-Суу р-ну;село
Жошолу а/ө Алай р-ну;село
Жумгал а/ө Жумгал р-ну;село
Жумгал району;село
Жылалды а/ө Өзгөн р-ну;село
Жээк а/ө Ыссык-Ата р-ну;село
Зергер а/ө Өзгөн р-ну;село
Зулпуев а/ө Ноокат р-ну;село
Ибраимов а/ө Чүй  р-ну;село
Ивановка а/ө Ыссык-Ата р-ну;село
Ийри-Суу а/ө Өзгөн р-ну;село
Ильич а/ө Кемин р-ну;село
Интернационнальный а/ө Ыссык-Ата р-ну;село
Исанов а/ө Ноокат р-ну;село
Искра а/ө Чүй  р-ну;село
Исфана шаары;село
Кабак а/ө Жумгал р-ну;село
Кабылан-көл а/ө Алай р-ну;село
Кадамжай а/ө Кадамжай р-ну;село
Кадамжай району;село
Кадамжай шаары;село
Кажы-Сай а/ө Тоң р-ну;село
Казан-Куйган а/ө Нарын р-ну;село
Казыбек а/ө Ат-Башы р-ну;село
Каинды а/ө Панфилов  р-ну;село
Кайназаров а/ө Сокулук р-ну;село
Кайынды а/ө Манас р-ну;село
Кайынды шаары;село
Калба а/ө Талас р-ну;село
Камышановка а/ө Сокулук р-ну;село
Кант шаары;село
Каныш-Кыя а/ө Чаткал р-ну;село
Капчыгай а/ө Кара-Кулжа р-ну;село
Кара-Алма а/ө Сузак р-ну;село
Кара-Бак а/ө Баткен р-ну;село
Кара-Балта шаары;село
Кара-Булак а/ө Баткен р-ну;село
Кара-Булак а/ө Кемин р-ну;село
Кара-Бура району;село
Кара-Буура а/ө Кара-Буура р-ну;село
Кара-Бүргөн а/ө Ак-Тала р-ну;село
Кара-Гуз а/ө Кара-Кулжа р-;село
Кара-Дарыя а/ө Сузак р-ну;село
Кара-Жал а/ө Ак-Суу р-ну;село
Кара-Жыгач  а/ө Аламүдүн р-ну;село
Кара-Жыгач а/ө Аксы р-ну;село
Каракол а/ө Ак-Суу р-ну;село
Каракол шаары;село
Кара-Кочкор а/ө Кара-Кулжа р-ну;село
Кара-Коюн а/ө Ат-Башы р-ну;село
Кара-Көл шаары;село
Кара-Кужур а/ө Нарын р-ну;село
Кара-Кулжа а/ө Кара-Кулжа р-ну;село
Кара-Кулжа району;село
Кара-Ой а/ө Чолпон-Ата р-ну;село
Карасаев а/ө Түп р-ну;село
Кара-Суу   а/ө  Аксы р-ну;село
Кара-Суу а/ө Ат-Башы р-ну;село
Кара-Суу а/ө Жайыл р-ну;село
Кара-Суу а/ө Кочкор-Ата р-ну;село
Кара-Суу а/ө Талас р-ну;село
Кара-Суу а/ө Тогуз-Торо р-ну;село
Кара-Суу району;село
Кара-Таш а/ө Ноокат р-ну;село
Кара-Таш а/ө Өзгөн р-ну;село
Каргалык а/ө Тогуз-Торо р-ну;село
Кароол а/ө Өзгөн р-ну;село
Катран а/ө Лейлек р-ну;село
Катта-Талдык а/ө Кара-Суу р-ну;село
Кашка-Жол а/ө Кара-Кулжа р-ну;село
Кашкар-Кыштак а/ө Кара-Суу р-ну;село
Кашка-Суу а/ө Аксы р-ну;село
Кашка-Суу а/ө Чоң-Алай р-ну;село
Кегети а/ө Чүй  р-ну;село
Кемин а/ө Кемин р-ну;село
Кемин району;село
Кемин шаары;село
Кен-Булун а/ө Ыссык-Ата р-ну;село
Кенеш а/ө Базар-Коргон р-ну;село
Кең-Арал а/ө Бакай-Ата р-ну;село
Кеңеш а/ө Кара-Кулжа р-ну;село
Кеңеш а/ө Ноокат р-ну;село
Кербен шаары;село
Кереге-Таш а/ө Ак-Суу р-ну;село
Керме-Тоо а/ө Араван р-ну;село
Кетмен-Дөбө а/ө Токтогул р-ну;село
Коңорчок а/ө Ак-Тала р-ну;село
Коңур-Дөбө а/ө Алай р-ну;село
Корул а/ө Алай р-ну;село
Кочкор-Ата а/ө Кочкор-Ата р-ну;село
Кочкор-Ата району;село
Кочкор-Ата шаары;село
Кочкорбаев а/ө Ыссык-Ата р-ну;село
Кош-Дөбө а/ө Аксы р-ну;село
Кош-Дөбө а/ө Ак-Тала р-ну;село
Кош-Дөбө а/ө Кочкор-Ата р-ну;село
Кош-Коргон а/ө Чүй  р-ну;село
Көк-Арт а/ө Сузак р-ну;село
Көк-Бел а/ө Ноокат р-ну;село
Көк-Жаңгак шаары;село
Көк-Жар а/ө Ак-Тала р-ну;село
Көк-Жар а/ө Аламүдүн р-ну;село
Көк-Жар а/ө Кочкор-Ата р-ну;село
Көк-Жар а/ө Ноокат р-ну;село
Көк-Ирим а/ө Тогуз-Торо р-ну;село
Көк-Мойнок а/ө Тоң р-ну;село
Көкой а/ө Жумгал р-ну;село
Көк-Ой а/ө Талас р-ну;село
Көк-Ойрок а/ө Кемин р-ну;село
Көк-Сай а/ө Кара-Буура р-ну;село
Көк-Серек а/ө  Ала-Бука р-ну;село
Көк-Таш а/ө Ала-Бука р-ну;село
Көлдүк а/ө Өзгөн р-ну;село
Көлтөр а/ө Тоң р-ну;село
Көтөрмө а/ө Кадамжай р-ну;село
Красновосточный а/ө Жайыл р-ну;село
Красноречинский а/ө Ыссык-Ата р-ну;село
Крупский а/ө Сокулук р-ну;село
Куйручук а/ө Жумгал р-ну;село
Кулатов а/ө Ноокат р-ну;село
Кулунду а/ө Лейлек р-ну;село
Кумбел а/ө Чолпон-Ата р-ну;село
Кум-Дөбө а/ө Кочкор-Ата р-ну;село
Курама а/ө Панфилов  р-ну;село
Курманбек  а/ө Сузак р-ну;село
Куртка а/ө Ак-Тала р-ну;село
Куршаб а/ө Өзгөн р-ну;село
Кутургу а/ө Түп р-ну;село
Кууганды а/ө Талас р-ну;село
Күн-Туу а/ө Сокулук р-ну;село
Күн-Чыгыш а/ө Тоң р-ну;село
Күрпүлдок а/ө Панфилов  р-ну;село
Кыз-Көл а/ө Сузак р-ну;село
Кызыл-Белес а/ө Ак-Тала р-ну;село
Кызыл-Дыйкан а/ө Жайыл р-ну;село
Кызыл-Жар а/ө Кара-Кулжа р-ну;село
Кызыл-Жылдыз а/ө Жумгал р-ну;село
Кызыл-Кыштак а/ө Кара-Суу р-ну;село
Кызыл-Кыя шаары;село
Кызыл-Октябрь а/ө Кемин р-ну;село
Кызыл-Октябрь а/ө Өзгөн р-ну;село
Кызыл-Өзгөрүш а/ө Токтогул р-ну;село
Кызыл-Суу а/ө Жети-Өгүз р-ну;село
Кызыл-Суу а/ө Кара-Суу р-ну;село
Кызыл-Тоо а/ө Өзгөн р-ну;село
Кызыл-Туу а/ө Аксы р-ну;село
Кызыл-Туу а/ө Сокулук р-ну;село
Кызыл-Туу а/ө Сузак р-ну;село
Кызыл-Үнкүр а/ө Базар-Коргон р-ну;село
Кыргыз-Ата а/ө Ноокат р-ну;село
Кыргыз-Кыштак а/ө Кадамжай р-ну;село
Кыргызстан а/ө Манас р-ну;село
Кыштут а/ө Баткен р-ну;село
Лебединовка а/ө Аламүдүн р-ну;село
Лейлек а/ө Лейлек р-ну;село
Лейлек району;село
Ленин а/ө Алай р-ну;село
Ленин а/ө Сузак р-ну;село
Ленинский а/ө Аламүдүн р-ну;село
Липенка а/ө Жети-Өгүз р-ну;село
Логвиненко а/ө Ыссык-Ата р-ну;село
Люксембург а/ө Ыссык-Ата р-ну;село
Мады а/ө Кара-Суу р-ну;село
Маевка а/ө Аламүдүн р-ну;село
Май а/ө Манас р-ну;село
Майдан а/ө Кадамжай р-ну;село
Майлуу-Суу шаары;село
Маймак а/ө Кара-Буура р-ну;село
Манас району;село
Мангыт а/ө Араван р-ну;село
Маргун а/ө Лейлек р-ну;село
Марказ а/ө Кадамжай р-ну;село
Масалиев а/ө Кадамжай р-ну;село
Масы а/ө Ноокен р-ну;село
Милянфан а/ө Ыссык-Ата р-ну;село
Миң-Булак а/ө Бакай-Ата р-ну;село
Миң-Булак а/ө Нарын р-ну;село
Миң-Куш а/ө Жумгал р-ну;село
Мирмахмудов а/ө Ноокат р-ну;село
Михайлов а/ө Түп р-ну;село
Могол а/ө Базар-Коргон р-ну;село
Момбеков а/ө Ноокен р-ну;село
Москва району;село
Мырза-аке а/ө Өзгөн р-ну;село
Найман а/ө Ноокат р-ну;село
Нариман а/ө Кара-Суу р-ну;село
Нарын облусу;село
Нарын району;село
Нарын шаары;село
Нижний Ала-Арча а/ө Аламүдүн р-ну;село
Нижний-Чүй а/ө Сокулук р-ну;село
Ничке-Сай а/ө Токтогул р-ну;село
Ново-Павловка а/ө Сокулук р-ну;село
Ново-Покровка а/ө Ыссык-Ата р-ну;село
Ноокат району;село
Ноокат шаары;село
Ноокен а/ө Ноокен р-ну;село
Ноокен району;село
Нур-Абад а/ө Араван р-ну;село
Нуржанов а/ө Талас р-ну;село
Нурмамбетов а/ө Ыссык-Ата р-ну;село
Ой-Тал а/ө Кара-Кулжа р-ну;село
Октябрь а/ө Ак-Суу р-ну;село
Октябрь а/ө Аламүдүн р-ну;село
Он бир-Жылга а/ө Чүй  р-ну;село
Он Эки-Бел а/ө Ноокат р-ну;село
Он-Арча а/ө Нарын р-ну;село
Оргочор а/ө Жети-Өгүз р-ну;село
Орловка а/ө Кемин р-ну;село
Орловка шаары;село
Оро а/ө Бакай-Ата р-ну;село
Орозбеков а/ө Кадамжай р-ну;село
Орок а/ө Сокулук р-ну;село
Орток а/ө Нарын р-ну;село
Ортон а/ө Панфилов  р-ну;село
Осмонкулов а/ө Талас р-ну;село
Отрадненский а/ө Ак-Суу р-ну;село
Отуз-Адыр а/ө Кара-Суу р-ну;село
Ош облусу;село
Ош шаары;село
Өзгөн району;село
Өзгөн шаары;село
Өзгөрүш а/ө Бакай-Ата р-ну;село
Өмүралиев а/ө Талас р-ну;село
Өрүктү а/ө Ала-Бука р-ну;село
Өрүктү а/ө Чолпон-Ата р-ну;село
Панфилов району;село
Папан а/ө Кара-Суу р-ну;село
Первомайский а/ө Москва  р-ну;село
Первомайский а/ө Сокулук р-ну;село
Петровка а/ө Москва  р-ну;село
Покровка а/ө Манас р-ну;село
Полтавка а/ө Жайыл р-ну;село
Предтеченский а/ө Москва  р-ну;село
Пригородный а/ө Аламүдүн р-ну;село
Савай а/ө Кара-Суу р-ну;село
Садовое а/ө Москва  р-ну;село
Садыр аке а/ө Чолпон-Ата р-ну;село
Саз а/ө Сокулук р-ну;село
Сайлык а/ө Чүй  р-ну;село
Сакалды а/ө Ноокен р-ну;село
Салам-Алик а/ө Өзгөн р-ну;село
Самаркандек а/ө Баткен р-ну;село
Сан-Таш а/ө Түп р-ну;село
Саруу а/ө Жети-Өгүз р-ну;село
Сары-Булак а/ө Жайыл р-ну;село
Сары-Булак а/ө Кара-Кулжа р-ну;село
Сары-Булак а/ө Кочкор-Ата р-ну;село
Сары-Булак а/ө Түп р-ну;село
Сары-Камыш а/ө Токтогул р-ну;село
Сары-Колот а/ө Кара-Суу р-ну;село
Сарыкоо а/ө Жайыл р-ну;село
Сары-Могол а/ө Алай р-ну;село
Сары-Ой а/ө Нарын р-ну;село
Сары-Таш а/ө Алай р-ну;село
Светлая поляна а/ө Жети-Өгүз р-ну;село
Сейдикум а/ө Базар-Коргон р-ну;село
Семенов а/ө Чолпон-Ата р-ну;село
Семиз-Бел а/ө Кочкор-Ата р-ну;село
Совет а/ө Кадамжай р-ну;село
Сокулук а/ө Сокулук р-ну;село
Сокулук району;село
Соң-Көл а/ө Кочкор-Ата р-ну;село
Сосновка а/ө Жайыл р-ну;село
Сретенка а/ө Москва  р-ну;село
Степное а/ө Жайыл р-ну;село
Сузак а/ө Сузак р-ну;село
Сумсар а/ө Чаткал р-ну;село
Суу-Башы а/ө Баткен р-ну;село
Суузак району;село
Суусамыр а/ө Жайыл р-ну;село
Сүйүнбаев а/ө Жумгал р-ну;село
Сүлүктү шаары;село
Сүмбулак а/ө Лейлек р-ну;село
Сын-Таш а/ө Ыссык-Ата р-ну;село
Тала-Булак а/ө Кочкор-Ата р-ну;село
Талас облусу;село
Талас району;село
Талас шаары;село
Талды-Булак а/ө Базар-Коргон р-ну;село
Талды-Булак а/ө Жайыл р-ну;село
Талды-Суу а/ө Алай р-ну;село
Талды-Суу а/ө Ат-Башы р-ну;село
Талды-Суу а/ө Түп р-ну;село
Тамга а/ө Жети-Өгүз р-ну;село
Тамчы а/ө Чолпон-Ата р-ну;село
Таш-Булак а/ө Сузак р-ну;село
Таш-Дөбө а/ө Аламүдүн р-ну;село
Таш-Көмүр шаары;село
Таш-Мойнок а/ө Аламүдүн р-ну;село
Темир а/ө Чолпон-Ата р-ну;село
Тепе-Коргон а/ө Араван р-ну;село
Тепке а/ө Ак-Суу р-ну;село
Теплоключенко а/ө Ак-Суу р-ну;село
Терек а/ө Ак-Тала р-ну;село
Терек-Сай а/ө Чаткал р-ну;село
Тилек а/ө Москва  р-ну;село
Тоголок-Молдо а/ө Ак-Тала р-ну;село
Тогуз-Булак а/ө Лейлек р-ну;село
Тогуз-Булак а/ө Түп р-ну;село
Тогуз-Торо а/ө Тогуз-Торо р-ну;село
Тогуз-Торо району;село
Токмок шаары;село
Токтогул а/ө Токтогул р-ну;село
Токтогул району;село
Токтогул шаары;село
Толук а/ө Токтогул р-ну;село
Тон району;село
Тоң а/ө Тоң р-ну;село
Тоо-Моюн а/ө Араван р-ну;село
Торкен а/ө Токтогул р-ну;село
Тору-Айгыр а/ө Чолпон-Ата р-ну;село
Төлөйкөн а/ө Кара-Суу р-ну;село
Төлөс а/ө Ноокат р-ну;село
Төрт-Гүл а/ө Тоң р-ну;село
Төрт-көл а/ө Өзгөн р-ну;село
Төрт-Күл а/ө Баткен р-ну;село
Төш-Булак а/ө Сокулук р-ну;село
Туз а/ө Ыссык-Ата р-ну;село
Түгөл-Сай а/ө Жумгал р-ну;село
Түп а/ө Түп р-ну;село
Түп району;село
Узун-Кыр а/ө Ыссык-Ата р-ну;село
Улахол а/ө Тоң р-ну;село
Учкун а/ө Нарын р-ну;село
Үгүт а/ө Ак-Тала р-ну;село
Үч-Дөбө а/ө Алай р-ну;село
Үч-Коргон а/ө  Аксы р-ну;село
Үч-Коргон а/ө Кадамжай р-ну;село
Үч-Коргон а/ө Манас р-ну;село
Үчтерек а/ө Токтогул р-ну;село
Фрунзе а/ө Панфилов  р-ну;село
Фрунзе а/ө Сокулук р-ну;село
Халмион а/ө Кадамжай р-ну;село
Целинный а/ө Москва  р-ну;село
Чаек а/ө Жумгал р-ну;село
Чалдыбар а/ө Панфилов  р-ну;село
Чалма а/ө Кара-Кулжа р-ну;село
Чаңгет а/ө Өзгөн р-ну;село
Чапаев а/ө Москва  р-ну;село
Чаткал а/ө Чаткал р-ну;село
Чаткал району;село
Чаувай  а/ө Кадамжай р-ну;село
Чек-Абад а/ө Араван р-ну;село
Челпек а/ө Ак-Суу р-ну;село
Чет-Нура а/ө Нарын р-ну;село
Чолпон а/ө Кочкор-Ата р-ну;село
Чолпон-Ата а/ө Токтогул р-ну;село
Чолпон-Ата району;село
Чолпон-Ата шаары;село
Чолпонбай а/ө Кара-Буура р-ну;село
Чоң-Алай а/ө Чоң-Алай р-ну;село
Чоң-Алай району;село
Чоң-Дөбө а/ө Жумгал р-ну;село
Чоң-Кемин а/ө Кемин р-ну;село
Чоң-Сары-Ой а/ө Чолпон-Ата р-ну;село
Чоң-Таш а/ө Түп р-ну;село
Чуй облусу;село
Чүй а/ө Чүй  р-ну;село
Чүй району;село
Чым-Коргон а/ө Кемин р-ну;село
Шадыкан а/ө Бакай-Ата р-ну;село
Шайдан а/ө Ноокен р-ну;село
Шарк а/ө Кара-Суу р-ну;село
Шахта-Жыргалаң а/ө Ак-Суу р-ну;село
Шекер а/ө Кара-Буура р-ну;село
Шопоков шаары;село
Ылай-Талаа а/ө Кара-Кулжа р-ну;село
Ынтымак а/ө Ноокат р-ну;село
Ырдак а/ө Жети-Өгүз р-ну;село
Ырыс а/ө Сузак р-ну;село
Ыссык-Ата а/ө Ыссык-Ата р-ну;село
Ыссык-Ата району;село
Ыссык-Көл а/ө Түп р-ну;село
Ыссык-көл облусу;село
Эмгек-Талаа а/ө Нарын р-ну;село
Эмгекчил а/ө Нарын р-ну;село
Эңилчек а/ө Ак-Суу р-ну;село
Юрьевка а/ө Ыссык-Ата р-ну;село

